ITEMBMBR,itemdesc,COSTO_ACT,ULTIMO_COSTO,MODIFDT,ITMCLSCD,PORCENTAJE,METODO_PRECIO,UOFM,QTYBSUOM,PRECIO_UC,PRECIO_CA,PVP,USCATVLS_4
NMEDI4545,CUTIMED GEL 25GR,"113,34","124,31",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","314,50","286,75","314,50",MEDG       
NMEDI4546,SAW PALMETO X 90 CAP,"2,13","2,13",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ90CAP  ,"90,00000","5,38","5,38","5,38",MEDG       
NMEDI4547,TANTUM DUCHA VAGINAL,"63,34","63,34",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","160,25","160,25","160,25",MEDG       
NMEDI4548,STUGERON 75 MG X 20 CAP,"21,64","21,64",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ20T    ,"20,00000","54,76","54,76","54,76",MEDG       
NMEDI4549,DEMEROL 100ML AMPOLLA,"22,50","22,50",05/12/2016,MEDC       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","56,93","56,93","56,93",MEDC       
NMEDI4550,VIAVOX 50MG X 20 GRAGEAS,"2,97","2,97",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ20G    ,"20,00000","7,50","7,50","7,50",MEDG       
NMEDI4551,SULAMP 750MG X 14 TABLETAS,"25,11","25,11",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ14T    ,"14,00000","63,52","63,52","63,52",MEDG       
NMEDI4552,LYRICA 25MG X 14 CAPSULAS,"29,43","29,43",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ14CAP  ,"14,00000","74,45","74,45","74,45",MEDG       
NMEDI4553,ZADITEN 5ML GOTAS OFTALMICAS,"1,65","1,65",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC5MLG   ,"100,00000","4,18","4,18","4,18",MEDG       
NMEDI4554,PINVEX SOLUCION BUCAL 10ML,"1.243,39","2.133,31",03/08/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FRASCOA  ,"1,00000","5.397,27","3.145,79","5.397,27",MEDG       
NMEDI4555,GABAPENTINA 300MG X 30 TABLETAS,"1,91","1,91",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","4,83","4,83","4,83",MEDG       
NMEDI4556,GLICERINA PED 1.68MG X 12 SUPOSITORIOS,"28,04","233,12",25/09/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ12SUP  ,"12,00000","589,80","70,95","589,80",MEDG       
NMEDI4557,PURAN T4 100MG X 28 COMPRIMIDOS,"0,10","0,10",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ28C    ,"28,00000","0,25","0,25","0,25",MEDG       
NMEDI4558,ZANTAC TAB EFERV 150 M G X 10 TAB,"15,91","15,91",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ10T    ,"10,00000","40,25","40,25","40,25",MEDG       
NMEDI4559,SECNIDAL 500MG X 4 TAB(SECNIDEX),"876,72","876,72",04/05/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ4T     ,"4,00000","2.218,10","2.218,10","2.218,10",MEDG       
NMEDI4560,VADIRAL 500MG X 42 COMP,"24,49","24,49",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ42T    ,"42,00000","61,96","61,96","61,96",MEDG       
NMEDI4561,DAKSOL 1GR X 2 TAB,"27,10","27,09",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ2T     ,"2,00000","68,54","68,56","68,54",MEDG       
NMEDI4562,TAMIFLU 75 MG X 10 CAPS,"9,13","9,50",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CAJACA10 ,"10,00000","24,04","23,09","24,04",MEDG       
NMEDI4563,CUTIMED GEL 15GR,"136,93","172,80",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBOA    ,"1,00000","437,19","346,43","437,19",MEDG       
NMEDI4564,TAGUT 0.5MG X 30 COMP.,"1,40","1,40",05/12/2016,MEDC       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30C    ,"30,00000","3,55","3,55","3,55",MEDC       
NMEDI4565,MUCOSOLVAN JARABE 120ML,"0,71","0,71",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC120ML  ,"120,00000","1,79","1,79","1,79",MEDG       
NMEDI4566,DICIGEL 240ML SUSP,"0,42","0,42",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC240ML  ,"240,00000","1,05","1,05","1,05",MEDG       
NMEDI4567,IVAGAN 450MG X 20 TABLETAS,"3,16","4,51",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ20T    ,"20,00000","11,41","7,99","11,41",MEDG       
NMEDI4568,CIALIS 5MG X 28 COMPRIMIDOS,"56,07","56,07",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ28C    ,"28,00000","141,86","141,86","141,86",MEDG       
NMEDI4569,VASTAN 20MG X 20 TABLETAS,"1,21","1,21",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ20T    ,"20,00000","3,05","3,05","3,05",MEDG       
NMEDI4570,DESLER M 5MG/10MG X 30 TABLETAS,"2.000,00","2.000,00",21/11/2017,MEDG       ,"60.000,00",MONTO MONETARIO,CJ30T    ,"30,00000","1.202.000,00","1.202.000,00","60.000,00",MEDG       
NMEDI4571,TRAMAL LONG 100X20 TAB,"5,51","5,74",05/12/2016,MEDC       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ20T    ,"20,00000","14,51","13,94","14,51",MEDC       
NMEDI4572,LECHE NAN SOYA POLVO 400 GR,"141,20","141,20",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,LATA     ,"1,00000","357,24","357,24","357,24",MEDG       
NMEDI4573,FISIOLIN SOL. NASAL 600D,"237,71","237,71",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FRASCOA  ,"1,00000","601,41","601,41","601,41",MEDG       
NMEDI4574,ISORGAN BODY WASH SPORT 250ML,"0,90","1,48",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC250ML  ,"250,00000","3,74","2,28","3,74",MEDG       
NMEDI4575,PEDIALYTE X 500 ML CON SABOR,"0,02","0,02",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC500ML  ,"500,00000","0,05","0,05","0,05",MEDG       
NMEDI4576,DOMPERIDONA OF 10 X 20TAB,"2,14","2,10",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ20T    ,"20,00000","5,31","5,41","5,31",MEDG       
NMEDI4577,PRESIDERM 15 GR,"3.746,48","3.746,48",30/06/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","9.478,59","9.478,59","9.478,59",MEDG       
NMEDI4578,ONDATRIN 4MG/2ML AMP,"1.291,68","1.291,68",26/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","3.267,95","3.267,95","3.267,95",MEDG       
NMEDI4579,XARELTO 15 MG X 28 TAB,"92,77","92,77",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ28T    ,"28,00000","234,71","234,71","234,71",MEDG       
NMEDI4580,CRISPLUS 60 MG X 60 CAP,"7,00","7,00",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ60CAP  ,"60,00000","17,71","17,71","17,71",MEDG       
NMEDI5116,BRIXIA 6ML GOTAS,"473,68","473,68",31/10/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC6MLG   ,"120,00000","1.198,42","1.198,42","1.198,42",MEDG       
NMEDI5509,ATACAND 16MGX28TAB,"2.084,06","2.084,06",27/04/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ28T    ,"28,00000","5.272,68","5.272,68","5.272,68",MEDG       
NMEDI5558,GYNO DAKTARIN CR. VAG 70G,"250,21",,,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000",,"633,03","633,03",MEDG       
NMEDI5561,CLOTRIMAZOL DP CREMA X20GR.,"1.136,32","1.136,32",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","2.874,89","2.874,89","2.874,89",MEDG       
NMEDI5562,LYRICA 300MGX28CAP,"30,23","30,23",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ28T    ,"28,00000","76,47","76,47","76,47",MEDG       
NMEDI5563,THYRAX 0.025MGX100COMP,"0,22","0,22",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ100T   ,"100,00000","0,56","0,56","0,56",MEDG       
NMEDI5565,CIALIS 5MGX14COMP,"36,68","36,68",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ14T    ,"14,00000","92,81","92,81","92,81",MEDG       
NMEDI5566,PARMITAL 0.25MGX30COMP,"2,50","2,50",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","6,32","6,32","6,32",MEDG       
NMEDI5567,QUINOMAX 0.50% 5ML SOL. OFT.,"1,83","1,83",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC5MLG   ,"100,00000","4,62","4,62","4,62",MEDG       
NMEDI5568,NASIN ADULTO 0.5MG/ML X 15ML ATOMIZADOR,"4,87","5,22",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC15ML   ,"15,00000","13,20","12,33","13,20",MEDG       
NMEDI5569,NASIN PEDIATRICO X 15ML SOL NASAL,"7,56","7,57",01/11/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC15MLG  ,"300,00000","19,16","19,12","19,16",MEDG       
NMEDI5570,ISOSPRAY TAB. MAST. X16,"4,33","4,33",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ16T    ,"16,00000","10,94","10,94","10,94",MEDG       
NMEDI5572,NARCAN 1ML (ANTOPID) AMP,"6.758,17","15.000,00",10/10/2017,MEDG       ,"87.110,98",MONTO MONETARIO,AMPOLLA  ,"1,00000","13.081.647,00","5.893.867,94","87.110,98",MEDG       
NMEDI5573,ACCUPRIL 20MGX28TAB,"10,25","10,25",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ28T    ,"28,00000","25,94","25,94","25,94",MEDG       
NMEDI5574,HYZAAR 100MG/12.5MGX15TAB,"32,10","22,08",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ15T    ,"15,00000","55,87","81,21","55,87",MEDG       
NMEDI5575,TIOCOLCHICOLSIDO AMPOLLA,"20.738,79","20.738,79",02/10/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","52.469,14","52.469,14","52.469,14",MEDG       
NMEDI5576,CARBON ACTIVADO 350MG X 50 TABLETAS,"1,20","1,20",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ50T    ,"50,00000","3,04","3,04","3,04",MEDG       
NMEDI5577,PANKREON COMPOSITUM X 12 GRAGEAS,"4,59","4,59",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ12G    ,"12,00000","11,62","11,62","11,62",MEDG       
NMEDI5578,LECHE NAN SENSITIVE ANTICOLICO X 400GR,"144,86","144,86",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,LATA     ,"1,00000","366,50","366,50","366,50",MEDG       
NMEDI5579,PATANOL 5ML GOTAS OFTALMICAS 0.1%,"3,22","3,22",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC5MLG   ,"100,00000","8,15","8,15","8,15",MEDG       
NMEDI5580,ICADEN X40GR CREMA VAGINAL,"117,56","117,56",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","297,43","297,43","297,43",MEDG       
NMEDI5581,GAMMA SOY RENAL 410GR,"582.400,86","582.400,86",29/01/2018,MEDG       ,"78,00",% BENEFICIO COSTO ACTUAL,LATA     ,"1,00000","1.036.673,53","1.036.673,53","1.036.673,53",MEDG       
NMEDI5582,MIRCERA (MPEG EPOETIN) 50MCG/0.3ML AMP,"611,64","611,64",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","1.547,45","1.547,45","1.547,45",MEDG       
NMEDI5583,ROCEPHIN 1GR I.M.,"28,09","28,09",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","71,07","71,07","71,07",MEDG       
NMEDI5584,COVERSYL 10MGX30COMP.,"16,29","16,29",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","41,21","41,21","41,21",MEDG       
NMEDI5585,FERGANIC FOLIC X 20TAB,"110,21","120,13",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ20T    ,"20,00000","303,93","278,83","303,93",MEDG       
NMEDI5586,SCOLINE 50MG/ML X 2ML,"12,25","170,00",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","430,10","30,99","430,10",MEDG       
NMEDI5587,MUPROBAN 2%X15GR UNGÜENTO,"268.742,29","352.702,35",02/02/2018,MEDG       ,"78,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","627.810,18","478.361,27","627.810,18",MEDG       
NMEDI5588,NASIN OXIMETAZOLINA X15ML GTAS PED.,"3,90","7,57",18/09/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC15MLG  ,"300,00000","19,16","9,86","19,16",MEDG       
NMEDI5589,CITIC 500MGX15COMP.,"13,83","13,83",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ15T    ,"15,00000","35,00","35,00","35,00",MEDG       
NMEDI5590,EMOLIN NEO EMULS. 240CC,"417,31","417,31",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","1.055,79","1.055,79","1.055,79",MEDG       
NMEDI5591,MULTIVIRAL X 30CAPS.,"3,84","3,84",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","9,70","9,70","9,70",MEDG       
NMEDI5593,OVERSKIN 40%X50GR.,"75,00","75,00",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","189,74","189,74","189,74",           
NMEDI5594,PROVIRON DEPOT,"125,00","125,00",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","316,25","316,25","316,25",MEDG       
NMEDI5595,PROFENID GEL 2.5% X60GR(KETOPROFENO GEL 2.5%X60GR),"82,00","82,00",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","207,46","207,46","207,46",MEDG       
NMEDI5596,RANIBLOC AMP (RANITIDINA),"110,75","110,75",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","280,20","280,20","280,20",MEDG       
NMEDI5598,TONIMER AMP,"32,17","32,17",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","81,38","81,38","81,38",MEDG       
NMEDI5599,ESOZ 40MGX28CAP.,"20.016,90","34.752,94",19/02/2018,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ28T    ,"28,00000","87.924,93","50.642,74","87.924,93",MEGR       
NMEDI5600,CICLOFAST 20MGX10TAB,"16,58","15,27",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ10T    ,"10,00000","38,64","41,95","38,64",MEDG       
NMEDI5601,BRUGESIC 400MGX30TAB,"0,31","0,31",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","0,78","0,78","0,78",MEDG       
NMEDI5602,IOPAMIRON 300X50ML FCO,"5,00","5,00",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC50ML   ,"50,00000","12,65","12,65","12,65",MEDG       
NMEDI5603,CHIROCAINA (LEVOBUPIVACAINA) 5MG/MLX10ML AMP.,"35,29","35,29",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","89,28","89,28","89,28",MEDG       
NMEDI5604,IOPAMIRON 370X100ML,"9.692,73","11.659,00",14/11/2017,MEDG       ,"6.853.000,00",MONTO MONETARIO,FC100ML  ,"100,00000","799.002.929,00","664.252.637,25","6.853.000,00",MEDG       
NMEDI5605,ANASMOL 5MGX30COMP.,"5,75",,,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000",,"14,56","14,56",MEDG       
NMEDI5606,MOXEN 400MGX5TAB(AVELOX),"88,20","88,20",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ5T     ,"5,00000","223,15","223,15","223,15",MEDG       
NMEDI5607,MOXEN 400MGX10TAB(AVELOX),"64,70","64,70",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ10T    ,"10,00000","163,69","163,69","163,69",MEDG       
NMEDI5608,ALIMENTO P/ADULTOS MAYORES C/FIBRA SABORES 400GR,"370,00","370,00",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,LATA     ,"1,00000","936,10","936,10","936,10",MEDG       
NMEDI5609,FURFURIL 454GR PDA,"344,62","344,62",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","871,89","871,89","871,89",MEDG       
NMEDI5610,TOBI PODHALER 28MGX56CAP.,"91,44","91,44",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ56T    ,"56,00000","231,35","231,35","231,35",MEDG       
NMEDI5611,QUETIDIN 25MGX30TAB,"12,84","12,84",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","32,49","32,49","32,49",MEDG       
NMEDI5612,DUOPLANT 27% GELX15GR,"178,58","178,58",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","451,81","451,81","451,81",MEDG       
NMEDI5614,LOVISCOL GOTAS 50MG/MLX30ML,"0,12","0,12",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC30MLG  ,"600,00000","0,30","0,30","0,30",MEDG       
NMEDI5615,BEDUCEN UNGUENTOX30GR,"125,00",,,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000",,"316,25","316,25",MEDG       
NMEDI5617,EUTHYROX 125MGX25TAB,"7,80","7,80",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ25T    ,"25,00000","19,73","19,73","19,73",MEDG       
NMEDI5618,VAGIFEM 25MGX15COMP. VAGINALES,"16,32","16,32",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ15OV   ,"15,00000","41,29","41,29","41,29",MEDG       
NMEDI5619,VITAMINA E 400MG X60CAP.,"2,90","2,90",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ60T    ,"60,00000","7,34","7,34","7,34",MEDG       
NMEDI5620,TERAGRIP FORTE NOCHE SOBRES,"10,82","10,82",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,SOBRE    ,"1,00000","27,37","27,37","27,37",MEDG       
NMEDI5621,IBUPROFENO 800MGX30TAB,"2,23","2,23",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","5,63","5,63","5,63",MEDG       
NMEDI5622,SALAFRIN S/SALINAX30ML,"2,67","2,67",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC30D    ,"30,00000","6,75","6,75","6,75",MEDG       
NMEDI5623,HIROX CREMAX14GR,"474,37","474,37",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","1.200,16","1.200,16","1.200,16",MEDG       
NMEDI5624,IFOS 750MG X 5 COMPRIMIDOS,"632,96","632,96",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ5C     ,"5,00000","1.601,39","1.601,39","1.601,39",MEDG       
NMEDI5625,VITAMINA A 50000UIX30CAP,"3,27",,,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000",,"8,28","8,28",MEDG       
NMEDI5626,ORLIDIET 120GX90CAP,"5,28","5,28",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ90T    ,"90,00000","13,35","13,35","13,35",MEDG       
NMEDI5627,OPRAZOL  (OMEPRAZOL)  40MG AMP,"29.688,46","44.200,00",16/11/2017,MEDG       ,"587.400,00",MONTO MONETARIO,AMPOLLA  ,"1,00000","259.675.000,00","174.419.684,88","587.400,00",MEDG       
NMEDI5628,PLAGRIL 75MGX14TAB (PLAVIX),"2.639,02","2.639,02",19/09/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ14T    ,"14,00000","6.676,73","6.676,73","6.676,73",MEDG       
NMEDI5629,OPTIRAY 320X100ML,"3.207.095,40","3.584.000,00",18/12/2017,MEDG       ,"78,00",% BENEFICIO COSTO ACTUAL,AMPOLLA  ,"1,00000","6.379.520,00","5.708.629,81","6.379.520,00",MEDG       
NMEDI5630,RISPYL 1MGX20COMP,"6,57","6,57",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ20T    ,"20,00000","16,62","16,62","16,62",MEDG       
NMEDI5631,ALEVIAN DUO X64CAP,"34,17","34,17",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ64T    ,"64,00000","86,44","86,44","86,44",MEDG       
NMEDI5632,AZACARD 81MGX60TAB,"13,56","13,56",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ60T    ,"60,00000","34,31","34,31","34,31",MEDG       
NMEDI5633,L-CARNITINA 250MGX30CAP,"25,44","25,44",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","64,35","64,35","64,35",MEDG       
NMEDI5634,BARIN (SULFATO DE BARIO) 43G/100ML X 350ML,"88,50","88,50",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","223,91","223,91","223,91",MEDG       
NMEDI5635,KOPODEX 500MGX30COMP,"13,10","13,10",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","33,15","33,15","33,15",MEDG       
NMEDI5636,ZOST 50MGX2COMP,"44,57","44,57",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ2T     ,"2,00000","112,76","112,76","112,76",MEDG       
NMEDI5637,QUADRIDERM X25GR CREMA,"192,85","192,85",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,TUBO     ,"1,00000","487,91","487,91","487,91",MEDG       
NMEDI5638,IBUTAN 600MGX10TAB,"7,20","7,20",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ10T    ,"10,00000","18,22","18,22","18,22",MEDG       
NMEDI5639,ZANIDIP 10MGX28TAB,"10,82","10,82",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ28T    ,"28,00000","27,38","27,38","27,38",MEDG       
NMEDI5640,GLICERINA PED 1.68MGX6SUPOS,"4.266,13","4.970,00",08/01/2018,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ6SUP   ,"6,00000","12.574,10","10.793,30","12.574,10",MEDG       
NMEDI5641,IOPAMIRON 370X50ML,"5.645,58","5.645,58",22/09/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC50ML   ,"50,00000","14.283,31","14.283,31","14.283,31",MEDG       
NMEDI5642,KETAZOL 400MGX3OVULOS,"72,55","72,55",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ3OV    ,"3,00000","183,55","183,55","183,55",MEDG       
NMEDI5644,CINAREN 25MGX50TAB,"3.455,97","3.455,97",08/12/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ50T    ,"50,00000","8.743,60","8.743,60","8.743,60",MEDG       
NMEDI5645,ENTEREX PVOX400GR FRESA,"396,43","396,43",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,LATA     ,"1,00000","1.002,97","1.002,97","1.002,97",MEDG       
NMEDI5646,MIGRAVAL 100MG X 2 TAB,"206,34","206,34",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ2T     ,"2,00000","522,04","522,04","522,04",MEDG       
NMEDI5647,TRAMINAL 100MGX30TAB,"10,79","10,79",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ30T    ,"30,00000","27,31","27,31","27,31",MEDG       
NMEDI5648,DOL X20TAB,"16,50","16,50",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ20T    ,"20,00000","41,75","41,75","41,75",MEDG       
NMEDI5649,EVALAX 8.5GR X10SOBRES,"14,87","14,87",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ10S    ,"10,00000","37,62","37,62","37,62",MEDG       
NMEDI5650,NESTUM INFANTIL LATA,"104,65","104,65",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,LATA     ,"1,00000","264,76","264,76","264,76",MEDG       
NMEDI5651,CELIA EXPERT 1 X400GR,"131,11","131,11",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,LATA     ,"1,00000","331,71","331,71","331,71",MEDG       
NMEDI5652,ZYPREXA ZYDIS 5MGX14COMP,"40,20","40,20",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ14T    ,"14,00000","101,70","101,70","101,70",MEDG       
NMEDI5653,OMNISCAN 287MGX15ML,"33,26","35,80",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC15ML   ,"15,00000","90,57","84,14","90,57",MEDG       
NMEDI5654,GIVOTAN SUSP.100MGX60ML,"91,58","91,58",05/05/2017,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,FC60ML   ,"60,00000","231,71","231,71","231,71",MEDG       
NMEDI5655,CEVAX 500MGX45CAP,"1,62","1,62",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ45T    ,"45,00000","4,10","4,10","4,10",MEDG       
NMEDI5656,FUNGOSIN 100MGX14CAP,"92,49","92,49",05/12/2016,MEDG       ,"153,00",% BENEFICIO COSTO ACTUAL,CJ14T    ,"14,00000","234,00","234,00","234,00",MEDG       
