CODIGO;DESCRIPCION;Present.;PRECIO
HOME0915;24-P ANESTESIOLOGO;UNISERV;0
HOME0916;25-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0917;26-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0918;25-P ANESTESIOLOGO;UNISERV;0
HOME0919;27-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0920;28-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0921;29-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0922;26-P ANESTESIOLOGO;UNISERV;0
HOME0923;30-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0924;31-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0925;32-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0926;28-P ANESTESIOLOGO;UNISERV;0
HOME0927;33-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0928;34-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0929;35-P CIRUJANO PRINCIPAL;UNISERV;0
HOME0930;29-P ANESTESIOLOGO;UNISERV;0
HOME0931;33-P ANESTESIOLOGO;UNISERV;0
HOME0932;34-P ANESTESIOLOGO;UNISERV;0
HOME0933;35-P ANESTESIOLOGO;UNISERV;0
HOME0934;30-P ANESTESIOLOGO;UNISERV;0
HOME0935;24-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0936;25-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0937;26-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0938;31-P ANESTESIOLOGO;UNISERV;0
HOME0939;27-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0940;28-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0941;29-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0942;32-P ANESTESIOLOGO;UNISERV;0
HOME0943;25-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0944;26-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0945;27-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0946;30-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0947;31-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0948;32-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0949;33-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0950;28-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0951;29-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0952;34-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0953;30-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0954;35-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0955;31-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0956;32-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0957;33-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0958;34-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0959;35-P USO INSTRUMENTAL ESPECIALIZADO;UNISERV;0
HOME0960;11-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0961;12-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0962;13-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME0963;14-P CIRUJANO PRIMER AYUDANTE;UNISERV;0
HOME1040;USO DE MATERIAL PARA CIRUGIA MINIMAMENTE INVASIVA;UNISERV;12.400.000,00
HOME1047;8-P CIRUJANO SEGUNDO AYUDANTE;UNISERV;0
HOME1048;9-P CIRUJANO SEGUNDO AYUDANTE;UNISERV;0
HOME1049;10-P CIRUJANO SEGUNDO AYUDANTE;UNISERV;0
HOME1050;CURA DE ENFERMEDAD DE PEYRONIE;UNISERV;70.000,00
HOME1059;USO INSTRUMENTAL ESPECIALIZADO OFTALMOLOGIA;UNISERV;12.000,00
HOME9999;PUNTO HONORARIOS MEDICOS;UNISERV;10.864,00
HOMO0833;CATETERISMO CORONARIO;UNISERV;260
IMAG0288;HM COLOCACION DE CATETER PERMANENTE PARA DIALISIS;UNISERV;100
ANAT0224;INSUMOS ESPECIALES ADENOIDES;UNISERV;15
ANAT0225;INSUMOS ESPECIALES AMIGDALAS;UNISERV;15
ANAT0226;INSUMOS ESPECIALES AMIGDALAS + ADENOIDES;UNISERV;29
ANAT0227;INSUMOS ESPECILES ANEURISMA;UNISERV;15
ANAT0228;INSUMOS ESPECIALES ANEXO (OVARIO+TROMPA);UNISERV;29
ANAT0229;INSUMOS ESPECIAL ANO;UNISERV;15
ANAT0230;INSUMOS ESPECIALES AORTA;UNISERV;15
ANAT0231;INSUMOS ESPECIALES APENDICE CECAL (APENDICECTOMIA);UNISERV;15
ANAT0232;INSUMOS ESPECIALES ARTERIA;UNISERV;15
ANAT0233;INSUMOS ESPECIALES BAZO;UNISERV;15
ANAT0234;INSUMOS ESPECIALES BIOPSIA BRONQUIAL;UNISERV;29
ANAT0235;INSUMOS ESPECIALES BIOPSIA DE PIEL;UNISERV;15
ANAT0236;INSUMOS ESPECIALES BIOPSIA ENDOMIOCARDICA;UNISERV;29
ANAT0237;INSUMOS ESPECIALES BIOPSIA ESOFAGO;UNISERV;15
ANAT0238;INSUMOS ESPECIALES BIOPSIA GASTRICA;UNISERV;15
ANAT0239;INSUMOS ESPECIALES BIOPSIA INTESTINAL;UNISERV;15
ANAT0240;INSUMOS ESPECIALES BIOPSIA PRE-OPERATORIA;UNISERV;15
ANAT0241;INSUMOS ESPECIALES BIOPSIA TRANSBRONQUIAL;UNISERV;15
ANAT0242;INSUMOS ESPECIALES BLOQUES DE REVISION (DE 1 A 5);UNISERV;63
ANAT0243;INSUMOS ESPECIALES BLOQUES DE REVISION (DE 5 A 10);UNISERV;127
ANAT0244;INSUMOS ESPECIALES BLOQUES DE REVISION DE 10 EN ADELANTE;UNISERV;127
ANAT0245;INSUMOS ESPECIALES BULBO RAQUIDEO;UNISERV;15
ANAT0246;INSUMOS ESPECIALES CABEZA DE FEMUR;UNISERV;48
ANAT0247;INSUMOS ESPECIALES CAVIDAD ORAL;UNISERV;15
ANAT0248;INSUMOS ESPECIALES CEPILLADO BRONQUIAL;UNISERV;15
ANAT0249;INSUMOS ESPECIALES CEREBELO;UNISERV;15
ANAT0250;INSUMOS ESPECIALES CEREBRO ESTEREOTAXICA;UNISERV;15
ANAT0251;INSUMOS ESPECIALES CEREBRO TUMOR;UNISERV;29
ANAT0252;INSUMOS ESPECIALES CITOLOGIA CEPILLADO BRONQUIAL;UNISERV;13
ANAT0253;INSUMOS ESPECIALES CITOLOGIA DE GANGLIO;UNISERV;13
ANAT0254;INSUMOS ESPECIALES CITOLOGIA DE LAVADO BRONQUIAL;UNISERV;13
ANAT0255;INSUMOS ESPECIALES CITOLOGIA DE ORINA;UNISERV;13
ANAT0256;INSUMOS ESPECIALES DE PAAF DE MAMA;UNISERV;13
ANAT0257;INSUMOS ESPECIALES DE PAAF DE TIROIDES;UNISERV;13
ANAT0258;INSUMOS ESPECIALES CITOLOGIA DE QUISTE DE OVARIO/TESTICULO;UNISERV;13
ANAT0259;INSUMOS ESPECIALES CITOLOGIA DE TIROIDES;UNISERV;13
ANAT0260;INSUMOS ESPECIALES CITOLOGIA DESPISTAJE (EXO Y ENDO);UNISERV;13
ANAT0261;INSUMOS ESPECIALES CITOLOGIA ESPUTO SERIADO C/U;UNISERV;13
ANAT0262;INSUMOS ESPECIALES CITOLOGIA LIQUIDO CEFALORRAQUIDEO;UNISERV;13
ANAT0263;INSUMOS ESPECIALES CITOLOGIA LIQUIDO PERITONEAL;UNISERV;13
ANAT0264;INSUMOS ESPECIALES CITOLOGIA LIQUIDO PLEURAL;UNISERV;13
ANAT0265;INSUMOS ESPECIALES CITOLOGIA LIQUIDO SERIADO C/U;UNISERV;13
ANAT0266;INSUMOS ESPECIALES CITOLOGIA OTROS;UNISERV;13
ANAT0267;INSUMOS ESPECIALES CITOLOGIA SECRECION MAMARIA;UNISERV;13
ANAT0268;INSUMOS ESPECIALES COAGULOS;UNISERV;15
ANAT0269;INSUMOS ESPECIALES COLON (CONDICION NO TUMORAL);UNISERV;63
ANAT0270;INSUMOS ESPECIALES COLON (CONDICION TUMORAL);UNISERV;127
ANAT0271;INSUMOS ESPECIALES COLON (ENDOSCOPIA);UNISERV;15
ANAT0272;INSUMOS ESPECIALES COLUMNA VERTEBRAL;UNISERV;29
ANAT0273;INSUMOS ESPECIALES COLUMNA VERTEBRAL PUNCION;UNISERV;15
ANAT0274;INSUMOS ESPECIALES COLUMNA VERTEBRAL PUNCION;UNISERV;80
ANAT0275;INSUMOS ESPECIALES COLUMNA VERTEBRAL PUNCION;UNISERV;29
ANAT0276;INSUMOS ESPECIALES CORDON UMBILICAL;UNISERV;15
ANAT0277;INSUMOS ESPECIALES CORNETES;UNISERV;29
ANAT0278;INSUMOS ESPECIALES CUELLOS UTERINO;UNISERV;15
ANAT0279;INSUMOS ESPECIALES CUERDA VOCAL;UNISERV;15
ANAT0280;INSUMOS ESPECIALES CUERO CABELLUDO;UNISERV;15
ANAT0281;INSUMOS ESPECIALES CURETAJE UTERINO;UNISERV;15
ANAT0282;INSUMOS ESPECIALES DEDO AMPUTACION;UNISERV;48
ANAT0283;INSUMOS ESPECIALES DISCO INTERVERTEBRAL;UNISERV;29
ANAT0284;INSUMOS ESPECIALES DUODENO;UNISERV;15
ANAT0285;INSUMOS ESPECIALES ENDOCARIO;UNISERV;15
ANAT0286;INSUMOS ESPECIALES ENDOMETRIO;UNISERV;15
ANAT0287;INSUMOS ESPECIALES ENDOMETRIO POLIPO;UNISERV;15
ANAT0288;INSUMOS ESPECIALES EPIDIDIMO;UNISERV;29
ANAT0289;INSUMOS ESPECIALES EPIGLOTIS;UNISERV;15
ANAT0290;INSUMOS ESPECIALES EPIPLON;UNISERV;29
ANAT0291;INSUMOS ESPECIALES EPIPLON TUMORAL;UNISERV;48
ANAT0292;INSUMOS ESPECIALES ESTOMAGO (BIOPSIA ENDOSCOPICA);UNISERV;15
ANAT0293;INSUMOS ESPECIALES ESTOMAGO (GASTRECTOMIA);UNISERV;127
ANAT0294;INSUMOS ESPECIALES ESTUDIOS;UNISERV;15
ANAT0295;INSUMOS ESPECIALES ESOFAGO, ESTOMAGO, COLON, MUCOSECTOMIA;UNISERV;29
ANAT0296;INSUMOS ESPECIALES EXTREMIDADES (AMPUT.X CONDIC.NO TUMORAL);UNISERV;63
ANAT0297;INSUMOS ESPECIALES EXTREMIDADES (AMPUT.X CONDIC. TUMORAL);UNISERV;127
ANAT0298;INSUMOS ESPECIALES FARINGE;UNISERV;15
ANAT0299;INSUMOS ESPECIALES FETOS MORTINATOS Y SIMILARES;UNISERV;80
ANAT0300;INSUMOS ESPECIALES FISTULA;UNISERV;15
ANAT0301;INSUMOS ESPECIALES FISTULA PERIANAL;UNISERV;15
ANAT0302;INSUMOS ESPECIALES FONDO DE SACO DE DOUGLAS;UNISERV;15
ANAT0303;INSUMOS ESPECIALES FOSA NASAL;UNISERV;15
ANAT0304;INSUMOS ESPECIALES GANGLIO LINFATICO;UNISERV;15
ANAT0305;INSUMOS ESPECIALES GANGLIO LINFATICO, TRUCUT;UNISERV;15
ANAT0306;INSUMOS ESPECIALES GANGLION;UNISERV;15
ANAT0307;INSUMOS ESPECIALES GLANDULA DE BARTHOLINO;UNISERV;15
ANAT0308;INSUMOS ESPECIALES GLANDULA SALIVAL (PAROTIDA, SUBLINGUAL Y SUBMAXILAR);UNISERV;52
ANAT0309;INSUMOS ESPECIALES HEMORROIDES;UNISERV;15
ANAT0310;INSUMOS ESPECIALES HERNIA (CUALQUIER TIPO);UNISERV;15
ANAT0311;INSUMOS ESPECIALES HERNIA DISCAL;UNISERV;29
ANAT0312;INSUMOS ESPECIALES HIGADO (CUNA);UNISERV;15
ANAT0313;INSUMOS ESPECIALES HIGADO (PUNCION);UNISERV;15
ANAT0314;INSUMOS ESPECIALES HIGADO (HEPACTOMIA);UNISERV;30
ANAT0315;INSUMOS ESPECIALES HIPOFISIS;UNISERV;30
ANAT0316;INSUMOS ESPECIALES HUESO (LESION PEQUENA);UNISERV;30
ANAT0317;INSUMOS ESPECIALES ILEON;UNISERV;63
ANAT0318;INSUMOS ESPECIALES INTESTINO DELGADO (RESECCION);UNISERV;63
ANAT0319;INSUMOS ESPECIALES LABIO;UNISERV;15
ANAT0320;INSUMOS ESPECIALES LARINGE;UNISERV;15
ANAT0321;INSUMOS ESPECIALES LAVADO BRONQUIAL;UNISERV;15
ANAT0322;INSUMOS ESPECIALES LEGRADO UTERINO;UNISERV;15
ANAT0323;INSUMOS ESPECIALES LENGUA;UNISERV;15
ANAT0324;INSUMOS ESPECIALES LENGUA (GLOSECTOMIA);UNISERV;63
ANAT0325;INSUMOS ESPECIALES LESION PERIANAL;UNISERV;15
ANAT0326;INSUMOS ESPECIALES LIGAMENTO AMARILLO;UNISERV;15
ANAT0327;INSUMOS ESPECIALES LIPOMA;UNISERV;29
ANAT0328;INSUMOS ESPECIALES MAMA (NODULOS);UNISERV;29
ANAT0329;INSUMOS ESPECIALES MAMA (TRUCUT);UNISERV;15
ANAT0330;INSUMOS ESPECIALES MAMA BIOPSIA ESTEREOTAXICA;UNISERV;52
ANAT0331;INSUMOS ESPECIALES MASTECTOMIA + VACIAMIENTO CONDIC TUMORAL;UNISERV;127
ANAT0332;INSUMOS ESPECIALES MASTECTOMIA PARCIAL;UNISERV;63
ANAT0333;INSUMOS ESPECIALES MASTECTOMIA RADICAL;UNISERV;63
ANAT0334;INSUMOS ESPECIALES MASTECTOMIA CONDICION NO TUMORAL C/U;UNISERV;52
ANAT0335;INSUMOS ESPECIALES MEATO URETRAL;UNISERV;15
ANAT0336;INSUMOS ESPECIALES MEDIASTINO;UNISERV;15
ANAT0337;INSUMOS ESPECIALES MEDIASTINO (RESECCION);UNISERV;52
ANAT0338;INSUMOS ESPECIALES MEDULA ESPINAL;UNISERV;15
ANAT0339;INSUMOS ESPECIALES MEDULA OSEA;UNISERV;15
ANAT0340;INSUMOS ESPECIALES MENINGE;UNISERV;15
ANAT0341;INSUMOS ESPECIALES MIOCARDIO;UNISERV;15
ANAT0342;INSUMOS ESPECIALES MIOMA UTERINO;UNISERV;15
ANAT0343;INSUMOS ESPECIALES NERVIO;UNISERV;15
ANAT0344;INSUMOS ESPECIALES OIDO;UNISERV;15
ANAT0345;INSUMOS ESPECIALES OJO;UNISERV;15
ANAT0346;INSUMOS ESPECIALES OJO TOTAL;UNISERV;63
ANAT0347;INSUMOS ESPECIALES OJO Y ANEXOS;UNISERV;95
ANAT0348;INSUMOS ESPECIALES OVARIO (CONDICION TUMORAL);UNISERV;63
ANAT0349;INSUMOS ESPECIALES OVARIO (CUNA);UNISERV;15
ANAT0350;INSUMOS ESPECIALES OVARIO (CONDICION NO  TUMORAL);UNISERV;29
ANAT0351;INSUMOS ESPECIALES PANCREAS (BIOPSIA PEQUENA);UNISERV;15
ANAT0352;INSUMOS ESPECIALES PANCREATECTOMIA;UNISERV;127
ANAT0353;INSUMOS ESPECIALES PAPILA DE VATER;UNISERV;15
ANAT0354;INSUMOS ESPECIALES PARATIROIDES;UNISERV;15
ANAT0355;INSUMOS ESPECIALES PAROTIDA, NODULECTOMIA;UNISERV;29
ANAT0356;INSUMOS ESPECIALES PAROTIDA, PAROTIDECTOMIA;UNISERV;52
ANAT0357;INSUMOS ESPECIALES PAROTIDA, TRUCUT;UNISERV;15
ANAT0358;INSUMOS ESPECIALES PARTES BLANDAS;UNISERV;29
ANAT0359;INSUMOS ESPECIALES PARTES BLANDAS TUMORAL;UNISERV;63
ANAT0360;INSUMOS ESPECIALES PENE (BIOPSIA PEQUENA);UNISERV;15
ANAT0361;INSUMOS ESPECIALES PENE (CONDICION TUMORAL);UNISERV;63
ANAT0362;INSUMOS ESPECIALES PENE,  PENECTOMIA;UNISERV;63
ANAT0363;INSUMOS ESPECIALES PERICARDIO;UNISERV;15
ANAT0364;INSUMOS ESPECIALES PERICARDIO RESECCION;UNISERV;29
ANAT0365;INSUMOS ESPECIALES PERICARDIO TUMORAL;UNISERV;63
ANAT0366;INSUMOS ESPECIALES PERITONEO BX;UNISERV;15
ANAT0367;INSUMOS ESPECIALES PERITONEO RESECCION;UNISERV;29
ANAT0368;INSUMOS ESPECIALES PERITONEO TUMORAL;UNISERV;63
ANAT0369;INSUMOS ESPECIALES PIEL;UNISERV;15
ANAT0370;INSUMOS ESPECIALES PLACENTA;UNISERV;48
ANAT0371;INSUMOS ESPECIALES PLEURA (BIOPSIA);UNISERV;15
ANAT0372;INSUMOS ESPECIALES PLEURA DE CORTICACION;UNISERV;29
ANAT0373;INSUMOS ESPECIALES PLEURA RESECCION;UNISERV;29
ANAT0374;INSUMOS ESPECIALES PLEURA TUMORAL;UNISERV;63
ANAT0375;INSUMOS ESPECIALES POLIPOS PEQUEÑOS;UNISERV;15
ANAT0376;INSUMOS ESPECIALES PREPUCIO;UNISERV;29
ANAT0377;INSUMOS ESPECIALES PROSTATA (PUNCION) X FRASCO;UNISERV;15
ANAT0378;INSUMOS ESPECIALES PROSTATECTOMIA (COND. NO TUMORAL);UNISERV;29
ANAT0379;INSUMOS ESPECIALES PROSTATECTOMIA (COND.  TUMORAL);UNISERV;127
ANAT0380;INSUMOS ESPECIALES PULMON (CUNA);UNISERV;29
ANAT0381;INSUMOS ESPECIALES PULMON (LOBECTOMIA, SEGMENTECTOMIA);UNISERV;127
ANAT0382;INSUMOS ESPECIALES PULMON (NODULO);UNISERV;29
ANAT0383;INSUMOS ESPECIALES QUISTE;UNISERV;15
ANAT0384;INSUMOS ESPECIALES RECTO;UNISERV;15
ANAT0385;INSUMOS ESPECIALES RECTO, SIGMOIDES;UNISERV;15
ANAT0386;INSUMOS ESPECIALES INSTESTINAL (COND. NO TUMORAL);UNISERV;63
ANAT0387;INSUMOS ESPECIALES INSTESTINAL (COND.  TUMORAL);UNISERV;127
ANAT0388;INSUMOS ESPECIALES RESTOS OVULARES;UNISERV;29
ANAT0389;INSUMOS ESPECIALES RETROPERITONEO;UNISERV;15
ANAT0390;INSUMOS ESPECIALES RETROPERITONEO, TRUCUT;UNISERV;15
ANAT0391;INSUMOS ESPECIALES RINOFARINGE;UNISERV;15
ANAT0392;INSUMOS ESPECIALES RINON (COND. NO TUMORAL);UNISERV;63
ANAT0393;INSUMOS ESPECIALES RINON (COND.  TUMORAL);UNISERV;127
ANAT0394;INSUMOS ESPECIALES RINON POR PUNCION;UNISERV;15
ANAT0395;INSUMOS ESPECIALES RINON TRUCUT;UNISERV;15
ANAT0396;INSUMOS ESPECIALES SENOS PARANASALES;UNISERV;15
ANAT0397;INSUMOS ESPECIALES SEPTUN NASAL;UNISERV;29
ANAT0398;INSUMOS ESPECIALES SIGMOIDES;UNISERV;15
ANAT0399;INSUMOS ESPECIALES SINOVIA;UNISERV;15
ANAT0400;INSUMOS ESPECIALES SUPRARENAL;UNISERV;63
ANAT0401;INSUMOS ESPECIALES TEJIDO SINOVIAL;UNISERV;15
ANAT0402;INSUMOS ESPECIALES TESTICULO PUNCION;UNISERV;15
ANAT0403;INSUMOS ESPECIALES TESTICULO COMPLETO;UNISERV;63
ANAT0404;INSUMOS ESPECIALES TESTICULO ORQUIDECTOMIA;UNISERV;63
ANAT0405;INSUMOS ESPECIALES TIMO BX;UNISERV;15
ANAT0406;INSUMOS ESPECIALES TIMO RESECCION;UNISERV;63
ANAT0407;INSUMOS ESPECIALES TIMO TUMORAL;UNISERV;127
ANAT0408;INSUMOS ESPECIALES TIROIDES (LOBECTOMA);UNISERV;29
ANAT0409;INSUMOS ESPECIALES TIROIDES COMPLETA (TIROIDECTOMIA);UNISERV;63
ANAT0410;INSUMOS ESPECIALES TIROIDES PUNCION;UNISERV;15
ANAT0411;INSUMOS ESPECIALES TRAQUEA;UNISERV;127
ANAT0412;INSUMOS ESPECIALES TROMBOS;UNISERV;15
ANAT0413;INSUMOS ESPECIALES TROMPA DE FALOPIO;UNISERV;15
ANAT0414;INSUMOS ESPECIALES TROMPA UTERINA;UNISERV;15
ANAT0415;INSUMOS ESPECIALES TUMOR DE PARTES BLANDAS (PEQ.);UNISERV;29
ANAT0416;INSUMOS ESPECIALES TUMOR DE PARTES BLANDAS (GRANDE);UNISERV;63
ANAT0417;INSUMOS ESPECIALES TUMORES DEL SIST. NERVIOSO (SNC);UNISERV;63
ANAT0418;INSUMOS ESPECIALES TUNICA VAGINAL;UNISERV;15
ANAT0419;INSUMOS ESPECIALES UNA;UNISERV;15
ANAT0420;INSUMOS ESPECIALES UNION ESOFAGO-GASTRICA;UNISERV;15
ANAT0421;INSUMOS ESPECIALES URETER;UNISERV;15
ANAT0422;INSUMOS ESPECIALES URETRA;UNISERV;14
ANAT0423;INSUMOS ESPECIALES UTERO (MIOMAS);UNISERV;63
ANAT0424;INSUMOS ESPECIALES UTERO CON ANEXOS;UNISERV;80
ANAT0425;INSUMOS ESPECIALES UTERO CONDICION NO TUMORAL;UNISERV;29
ANAT0426;INSUMOS ESPECIALES UTERO SIN ANEXOS;UNISERV;29
ANAT0427;INSUMOS ESPECIALES UTERO TUMORAL;UNISERV;127
ANAT0428;INSUMOS ESPECIALES UVULA;UNISERV;15
ANAT0429;INSUMOS ESPECIALES VACIAMIENTO (AXILAR O CERVICAL);UNISERV;52
ANAT0430;INSUMOS ESPECIALES VAGINA;UNISERV;15
ANAT0431;INSUMOS ESPECIALES VALVULA CARDIACA;UNISERV;29
ANAT0432;INSUMOS ESPECIALES VARICES;UNISERV;15
ANAT0433;INSUMOS ESPECIALES VARICOCELE;UNISERV;15
ANAT0434;INSUMOS ESPECIALES VEJIGA URINARIA;UNISERV;29
ANAT0435;INSUMOS ESPECIALES VEJIGA URINARIA (CONDICION TUMORAL);UNISERV;127
ANAT0436;INSUMOS ESPECIALES VENA;UNISERV;29
ANAT0437;INSUMOS ESPECIALES VESICULA BILIAR (COLECISTECTOMIA);UNISERV;15
ANAT0438;INSUMOS ESPECIALES VESICULA BILIAR POR TUMOR;UNISERV;52
ANAT0439;INSUMOS ESPECIALES VIAS BILIARES;UNISERV;15
ANAT0440;INSUMOS ESPECIALES VULVA;UNISERV;15
ANAT0441;INSUMOS ESPECIALES YEYUNO;UNISERV;63
ANAT0442;INSUMOS ESPECIALES CITOLOGIA LIQUIDA ASCITICO;UNISERV;13
ANAT0443;INSUMOS ESPECIALES DESCALCIFICACION DE HUESO;UNISERV;15
ANAT0444;INSUMOS ESPECIALES MARGEN DE RESECCION;UNISERV;15
ANAT0445;INSUMOS ESPECIALES DIAGNOSTICO;UNISERV;15
HOME0001;2-P ANESTESIOLOGO;UNISERV;1
HOME0002;2-P CIRUJANO PRINCIPAL;UNISERV;1
HOME0003;2-P CIRUJANO PRIMER  AYUDANTE;UNISERV;1
HOME0004;2-P CIRUJANO SEGUNDO AYUDANTE;UNISERV;1
HOME0009;2-P USO INSTRUM. ESPECIALIZ.;UNISERV;1
HOME0010;3-P ANESTESIOLOGO;UNISERV;1
HOME0011;3-P CIRUJANO PRINCIPAL;UNISERV;1
HOME0012;3-P CIRUJANO PRIMER AYUDANTE;UNISERV;1
HOME0013;3-P CIRUJANO SEGUNDO AYUDANTE;UNISERV;1
HOME0016;3-P USO INSTRUMENTAL ESPECILIZ.;UNISERV;1
HOME0017;4-P ANESTESIOLOGO;UNISERV;1
HOME0018;4-P CIRUJANO PRIMER AYUDANTE;UNISERV;1
HOME0019;4-P CIRUJANO PRINCIPAL;UNISERV;1
HOME0020;4-P CIRUJANO SEGUNDO AYUDANTE;UNISERV;1
HOME0021;4-P USO DE EQUIPOS;UNISERV;1
HOME0022;4-P USO INSTRUM. ESPECIALIZ.;UNISERV;1
HOME0023;5-P ANESTESIOLOGO;UNISERV;1
HOME0024;5-P CIRUJANO PRIMER AYUDANTE;UNISERV;1
HOME0025;5-P CIRUJANO PRINCIPAL;UNISERV;1
HOME0026;5-P CIRUJANO SEGUNDO AYUDANTE;UNISERV;1
HOME0027;5-P USO INSTRUMENT. ESPECIALIZADO;UNISERV;1
HOME0028;6-P ANESTESIOLOGO;UNISERV;1
HOME0030;6-P CIRUJANO PRINCIPAL;UNISERV;1
HOME0031;6-P USO DE INSTRUM. ESPECIALIZ.;UNISERV;1
HOME0032;7-P ANESTESIOLOGO;UNISERV;1
HOME0039;ANALGESIA POST-OPERATORIA PRIMER DIA;UNISERV;190
HOME0040;ANESTESIOLOGO;UNISERV;1
HOME0042;BALON INTRAGASTRICO;UNISERV;0
HOME0047;CARDIOLOGO;UNISERV;1.600,00
HOME0050;CIRUJANO CUARTO AYUDANTE;UNISERV;1
HOME0051;CIRUJANO PRIMER  AYUDANTE;UNISERV;1
HOME0052;CIRUJANO PRINCIPAL;UNISERV;1
HOME0053;CIRUJANO SEGUNDO AYUDANTE;UNISERV;1
HOME0054;CIRUJANO TERCER  AYUDANTE;UNISERV;1
HOME0056;COLOCACION CATETER VIA CENTRAL CIRUGIA CARDIO VASCULAR;UNISERV;250
HOME0064;CURAS EN HOSPITALIZACION;UNISERV;1
HOME0068;ECO TRANSESOFAGICO SIN SEDACCION;UNISERV;500
HOME0070;ENFERMERA DE HEMODINAMIA;UNISERV;1
HOME0071;ENFERMERA INSTRUMENTISTA HM;UNISERV;1
HOME0075;ESTUDIOS ESPECIALES CIRUGIA CARDIOVASCULAR;UNISERV;1.870,00
HOME0077;EVALUACION CARDIOVASCULAR PRE-OPERATORIA;UNISERV;190
HOME0079;HEMODINAMISTA;UNISERV;936
HOME0080;HEMODINAMISTA 2;UNISERV;1.300,00
HOME0081;HOLTER PRE-ARTERIAL;UNISERV;480
HOME0082;INSTRUMENTAL QUIRURGICO;UNISERV;91
HOME0083;INSUMOS ESPECIALES;UNISERV;3.510,00
HOME0092;MEDICO INTENSIVISTA CASO NO COMPLICADO;UNISERV;400
HOME0095;MIOSTAT;UNISERV;1
HOME0111;PRUEBA DE EJERCICIO CARDIO-PULMONAR;UNISERV;195
HOME0123;USO DE BLOQUEADOR;UNISERV;100
HOME0124;USO DE COOL HEATER;UNISERV;253,5
HOME0127;USO DE MEDIAS NEUMATICAS;UNISERV;3.224,00
HOME0130;USO INSTRUM. ESPECIALIZ.;UNISERV;1
HOME0131;USO INSTRUMENTAL + PINZA AORTICA;UNISERV;200
HOME0133;VALORACION PRE-ANESTESIA.;UNISERV;190
HOME0135;VISCOELASTICO.;UNISERV;1
HOME0137;PROCEDIMIENTOS  ANESTESIOLOGOS AREA QUIRURGICA - ANESTESIA GENERAL, ANESTESIA LOCAL Y SEDACION (ASIS;UNISERV;13
HOME0138;PROCEDIMIENTOS  ANESTESIOLOGOS AREA QUIRURGICA - ANESTESIA GENERAL, ANESTESIA LOCAL Y SEDACION (ASIS;UNISERV;36,4
HOME0139;PROCEDIMIENTOS  ANESTESIOLOGOS AREA QUIRURGICA - ANESTESIA GENERAL, ANESTESIA LOCAL Y SEDACION (ASIS;UNISERV;26
HOME0140;PROCEDIMIENTOS  ANESTESIOLOGOS AREA QUIRURGICA - ANESTESIA GENERAL, ANESTESIA LOCAL Y SEDACION (ASIS;UNISERV;32,5
HOME0141;PROCEDIMIENTOS  ANESTESIOLOGOS AREA QUIRURGICA - ANESTESIA GENERAL, ANESTESIA LOCAL Y SEDACION (ASIS;UNISERV;32,5
HOME0142;PROCEDIMIENTOS  ANESTESIOLOGOS AREA QUIRURGICA - ANESTESIA GENERAL, ANESTESIA LOCAL Y SEDACION (ASIS;UNISERV;39
